timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2018-07-07T00:00:00.000Z;""2018-07-07T23:59:59.999Z"";""2018-07-07T23:54:00.000Z"";""2018-07-07T13:24:00.000Z"";""2781"";6668.7099609375;6863.990234375;6579.240234375;6856.9301757813;3961080064;117506606000;""2018-07-07T23:59:59.999Z"""
"2018-07-06T00:00:00.000Z;""2018-07-06T23:59:59.999Z"";""2018-07-06T22:14:00.000Z"";""2018-07-06T07:09:00.000Z"";""2781"";6638.6899414063;6700.9399414063;6533.5498046875;6673.5;4313959936;114350502582;""2018-07-06T23:59:59.999Z"""
"2018-07-05T00:00:00.000Z;""2018-07-05T23:59:59.999Z"";""2018-07-05T11:09:00.000Z"";""2018-07-05T19:14:00.000Z"";""2781"";6599.7099609375;6749.5400390625;6546.6499023438;6639.1401367188;4999240192;113748385620;""2018-07-05T23:59:59.999Z"""
"2018-07-04T00:00:00.000Z;""2018-07-04T23:59:59.999Z"";""2018-07-04T13:19:00.000Z"";""2018-07-04T01:19:00.000Z"";""2781"";6550.8701171875;6771.919921875;6450.4599609375;6597.5498046875;4176689920;113024522547;""2018-07-04T23:59:59.999Z"""
"2018-07-03T00:00:00.000Z;""2018-07-03T23:59:59.999Z"";""2018-07-03T04:44:00.000Z"";""2018-07-03T23:04:00.000Z"";""2781"";6596.66015625;6671.3701171875;6447.75;6529.58984375;4672309760;111849428104;""2018-07-03T23:59:59.999Z"""
"2018-07-02T00:00:00.000Z;""2018-07-02T23:59:59.999Z"";""2018-07-02T15:19:00.000Z"";""2018-07-02T06:14:00.000Z"";""2781"";6380.3798828125;6683.8598632813;6305.7001953125;6614.1801757813;4396930048;113288832522;""2018-07-02T23:59:59.999Z"""
"2018-07-01T00:00:00.000Z;""2018-07-01T23:59:59.999Z"";""2018-07-01T00:24:00.000Z"";""2018-07-01T15:44:00.000Z"";""2781"";6411.6801757813;6432.8500976563;6289.2900390625;6385.8198242188;4788259840;109366024632;""2018-07-01T23:59:59.999Z"""
"2018-06-30T00:00:00.000Z;""2018-06-30T23:59:59.999Z"";""2018-06-30T01:49:00.000Z"";""2018-06-30T00:04:00.000Z"";""2781"";6214.2202148438;6465.509765625;6214.2202148438;6404;4543860224;109665618200;""2018-06-30T23:59:59.999Z"""
"2018-06-29T00:00:00.000Z;""2018-06-29T23:59:59.999Z"";""2018-06-29T23:39:00.000Z"";""2018-06-29T05:09:00.000Z"";""2781"";5898.1298828125;6261.66015625;5835.75;6218.2998046875;3966230016;106474707240;""2018-06-29T23:59:59.999Z"""
"2018-06-28T00:00:00.000Z;""2018-06-28T23:59:59.999Z"";""2018-06-28T00:24:38.000Z"";""2018-06-28T23:44:00.000Z"";""2781"";6153.16015625;6170.41015625;5873.0498046875;5903.4399414063;3467800064;101072353482;""2018-06-28T23:59:59.999Z"""
"2018-06-27T00:00:00.000Z;""2018-06-27T23:59:59.999Z"";""2018-06-27T23:24:36.000Z"";""2018-06-27T14:59:36.000Z"";""2781"";6084.3999023438;6180;6052.8500976563;6157.1298828125;3296219904;105403600614;""2018-06-27T23:59:59.999Z"""
"2018-06-26T00:00:00.000Z;""2018-06-26T23:59:59.999Z"";""2018-06-26T05:39:35.000Z"";""2018-06-26T23:59:36.000Z"";""2781"";6253.5498046875;6290.16015625;6093.669921875;6093.669921875;3279759872;104307939200;""2018-06-26T23:59:59.999Z"""
"2018-06-25T00:00:00.000Z;""2018-06-25T23:59:59.999Z"";""2018-06-25T16:14:35.000Z"";""2018-06-25T12:49:35.000Z"";""2781"";6171.9702148438;6327.3701171875;6119.6801757813;6249.1801757813;5500810240;106958465208;""2018-06-25T23:59:59.999Z"""
"2018-06-24T00:00:00.000Z;""2018-06-24T23:59:59.999Z"";""2018-06-24T17:34:33.000Z"";""2018-06-24T16:04:34.000Z"";""2781"";6164.2797851563;6223.7797851563;5826.41015625;6173.2299804688;4566909952;105646571668;""2018-06-24T23:59:59.999Z"""
